net,length_um
clknet_leaf_335_clk,85.22µm
clknet_leaf_162_clk,85.14µm
_10990_,85.12µm
clknet_leaf_102_clk,84.94µm
clknet_leaf_290_clk,84.915µm
clknet_leaf_302_clk,84.76µm
clknet_leaf_323_clk,84.73µm
clknet_leaf_236_clk,84.64µm
systolic_inst.B_shift\[15\]\[5\],84.3µm
clknet_leaf_87_clk,83.9µm
clknet_leaf_237_clk,83.68µm
clknet_leaf_128_clk,83.56µm
clknet_leaf_134_clk,83.54µm
clknet_leaf_141_clk,83.46µm
clknet_leaf_124_clk,83.4µm
clknet_leaf_78_clk,83.38µm
clknet_leaf_233_clk,83.3µm
clknet_leaf_95_clk,83.28µm
clknet_leaf_47_clk,83.18µm
clknet_leaf_48_clk,83.18µm
clknet_leaf_80_clk,82.53µm
clknet_leaf_328_clk,82.48µm
clknet_leaf_169_clk,82.42µm
clknet_leaf_231_clk,82.08µm
clknet_leaf_31_clk,81.97µm
clknet_leaf_196_clk,81.82µm
clknet_leaf_96_clk,81.78µm
clknet_leaf_226_clk,81.68µm
systolic_inst.B_shift\[19\]\[7\],81.58µm
clknet_leaf_171_clk,81.48µm
clknet_leaf_223_clk,80.7µm
clknet_leaf_327_clk,80.6µm
ser_C.shift_reg\[128\],80.585µm
_11275_,80.42µm
clknet_leaf_205_clk,80.22µm
clknet_leaf_26_A_in_serial_clk,80.2µm
clknet_leaf_140_clk,80.12µm
clknet_leaf_248_clk,79.96µm
clknet_leaf_65_clk,79.6µm
_07082_,79.58µm
deser_B.shift_reg\[1\],79.47µm
clknet_leaf_129_clk,79.36µm
clknet_leaf_343_clk,79.24µm
clknet_leaf_221_clk,79.2µm
systolic_inst.B_shift\[8\]\[5\],78.86µm
clknet_leaf_235_clk,78.72µm
_11264_,78.51µm
clknet_leaf_83_clk,78.3µm
clknet_leaf_103_clk,78.24µm
clknet_leaf_298_clk,78.08µm
clknet_leaf_99_clk,78.06µm
clknet_leaf_212_clk,78.06µm
clknet_leaf_300_clk,77.86µm
_10481_,77.58µm
clknet_leaf_20_B_in_serial_clk,77.56µm
clknet_leaf_195_clk,77.5µm
clknet_leaf_4_clk,77.48µm
clknet_leaf_86_clk,77.48µm
clknet_leaf_329_clk,77.42µm
clknet_leaf_281_clk,77.4µm
_11263_,77.34µm
clknet_leaf_292_clk,77.19µm
ser_C.shift_reg\[192\],77.125µm
systolic_inst.B_shift\[5\]\[6\],76.88µm
_11176_,76.62µm
clknet_leaf_266_clk,76.58µm
clknet_leaf_209_clk,76.52µm
systolic_inst.row_loop\[0\].col_loop\[0\].pe_i.prod_reg\[10\],76.4µm
_10506_,76.38µm
clknet_leaf_20_clk,76.18µm
clknet_leaf_310_clk,76.18µm
clknet_leaf_224_clk,76.14µm
clknet_leaf_8_clk,76.12µm
clknet_leaf_274_clk,76.08µm
clknet_leaf_92_clk,76.06µm
clknet_leaf_53_clk,76.02µm
clknet_leaf_100_clk,75.96µm
clknet_leaf_2_clk,75.8µm
clknet_leaf_197_clk,75.8µm
clknet_leaf_239_clk,75.8µm
_11262_,75.76µm
clknet_leaf_43_clk,75.6µm
clknet_leaf_264_clk,75.6µm
clknet_leaf_25_clk,75.4µm
clknet_leaf_56_clk,75.28µm
_10802_,75.14µm
clknet_leaf_316_clk,74.9µm
clknet_leaf_118_clk,74.84µm
clknet_leaf_188_clk,74.68µm
clknet_leaf_75_clk,74.62µm
clknet_leaf_38_clk,74.6µm
clknet_leaf_273_clk,74.56µm
systolic_inst.A_shift\[29\]\[6\],74.54µm
_11178_,74.52µm
clknet_leaf_282_clk,74.5µm
systolic_inst.B_shift\[23\]\[3\],74.44µm
clknet_leaf_193_clk,74.34µm
systolic_inst.B_shift\[5\]\[2\],74.12µm
systolic_inst.B_shift\[5\]\[5\],73.88µm
_10080_,73.475µm
clknet_leaf_243_clk,73.4µm
clknet_leaf_17_clk,73.24µm
clknet_leaf_125_clk,73.2µm
clknet_leaf_13_B_in_serial_clk,73.13µm
clknet_leaf_21_B_in_serial_clk,73.08µm
clknet_leaf_258_clk,72.86µm
clknet_leaf_41_clk,72.66µm
clknet_leaf_217_clk,72.48µm
_10520_,72.16µm
clknet_leaf_113_clk,71.83µm
systolic_inst.A_shift\[29\]\[3\],71.6µm
_11259_,71.58µm
clknet_leaf_170_clk,71.54µm
clknet_leaf_60_clk,71.46µm
clknet_leaf_117_clk,71.46µm
_11265_,71.39µm
clknet_leaf_293_clk,71.38µm
clknet_leaf_301_clk,71.12µm
clknet_leaf_167_clk,71.065µm
clknet_leaf_33_clk,70.88µm
systolic_inst.A_shift\[28\]\[7\],70.86µm
clknet_leaf_116_clk,70.84µm
clknet_leaf_245_clk,70.76µm
clknet_leaf_105_clk,70.68µm
clknet_leaf_284_clk,70.62µm
systolic_inst.B_shift\[8\]\[4\],70.34µm
clknet_leaf_279_clk,70.3µm
_11261_,70.16µm
clknet_leaf_208_clk,70.12µm
clknet_leaf_127_clk,70.04µm
clknet_leaf_220_clk,70.02µm
clknet_leaf_3_A_in_serial_clk,70µm
_03516_,69.96µm
clknet_leaf_285_clk,69.94µm
_07850_,69.84µm
_10025_,69.84µm
clknet_leaf_164_clk,69.81µm
clknet_leaf_72_clk,69.74µm
clknet_leaf_29_B_in_serial_clk,69.74µm
clknet_leaf_27_clk,69.56µm
clknet_leaf_27_B_in_serial_clk,69.48µm
deser_B.shift_reg\[59\],69.42µm
clknet_leaf_180_clk,69.38µm
clknet_leaf_94_clk,69.36µm
clknet_leaf_104_clk,69.24µm
clknet_leaf_45_clk,69.12µm
clknet_leaf_163_clk,69.1µm
clknet_leaf_174_clk,69µm
clknet_leaf_0_clk,68.98µm
clknet_leaf_242_clk,68.58µm
systolic_inst.acc_wires\[8\]\[0\],68.5µm
clknet_leaf_289_clk,68.32µm
clknet_leaf_73_clk,68.24µm
clknet_leaf_175_clk,68.22µm
ser_C.shift_reg\[288\],68.115µm
clknet_leaf_14_clk,68.1µm
clknet_leaf_246_clk,68.06µm
clknet_leaf_166_clk,67.82µm
clknet_leaf_18_A_in_serial_clk,67.78µm
systolic_inst.acc_wires\[7\]\[16\],67.72µm
clknet_leaf_227_clk,67.68µm
clknet_leaf_240_clk,67.62µm
clknet_leaf_109_clk,67.36µm
_07852_,67.31µm
clknet_leaf_259_clk,67.3µm
clknet_leaf_348_clk,67.29µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[13\],67.26µm
clknet_leaf_3_B_in_serial_clk,66.98µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[1\],66.975µm
clknet_leaf_157_clk,66.96µm
clknet_leaf_339_clk,66.76µm
clknet_leaf_260_clk,66.38µm
clknet_leaf_122_clk,66.18µm
_10219_,66.14µm
clknet_leaf_123_clk,65.92µm
clknet_leaf_176_clk,65.92µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[13\],65.68µm
clknet_leaf_54_clk,65.38µm
clknet_leaf_234_clk,65.38µm
systolic_inst.B_shift\[5\]\[7\],65.18µm
clknet_leaf_296_clk,65.18µm
_11174_,65.16µm
_10571_,65.04µm
clknet_leaf_313_clk,64.96µm
clknet_leaf_253_clk,64.9µm
_10489_,64.84µm
clknet_leaf_88_clk,64.84µm
clknet_leaf_5_clk,64.765µm
clknet_leaf_74_clk,64.72µm
systolic_inst.A_shift\[29\]\[5\],64.66µm
clknet_leaf_182_clk,64.56µm
clknet_leaf_3_clk,64.49µm
clknet_leaf_280_clk,64.295µm
_10866_,64.18µm
clknet_leaf_207_clk,64µm
clknet_leaf_30_B_in_serial_clk,63.76µm
systolic_inst.A_shift\[29\]\[2\],63.66µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[14\],63.66µm
clknet_leaf_42_clk,63.38µm
_11278_,63.18µm
systolic_inst.B_shift\[8\]\[2\],63.16µm
clknet_leaf_148_clk,63.1µm
systolic_inst.B_shift\[10\]\[0\],63.04µm
clknet_leaf_28_clk,62.98µm
clknet_leaf_51_clk,62.88µm
clknet_leaf_143_clk,62.5µm
clknet_leaf_44_clk,62.44µm
clknet_leaf_340_clk,62.34µm
clknet_leaf_286_clk,62.26µm
clknet_leaf_257_clk,62.2µm
clknet_leaf_321_clk,62.12µm
systolic_inst.acc_wires\[0\]\[16\],62.1µm
systolic_inst.B_shift\[7\]\[2\],62.08µm
clknet_leaf_69_clk,61.96µm
clknet_leaf_52_clk,61.8µm
clknet_leaf_10_clk,61.79µm
clknet_leaf_158_clk,61.72µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[2\],61.6µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[14\],61.59µm
clknet_leaf_200_clk,61.54µm
clknet_leaf_307_clk,61.12µm
clknet_leaf_190_clk,61.02µm
clknet_leaf_152_clk,60.9µm
clknet_leaf_272_clk,60.88µm
systolic_inst.A_shift\[29\]\[7\],60.72µm
systolic_inst.B_shift\[13\]\[6\],60.64µm
clknet_leaf_55_clk,60.4µm
_04714_,60.32µm
systolic_inst.acc_wires\[2\]\[0\],60.3µm
clknet_leaf_201_clk,60.16µm
clknet_leaf_29_clk,60.08µm
clknet_leaf_331_clk,60.02µm
clknet_leaf_189_clk,60µm
clknet_leaf_275_clk,59.9µm
systolic_inst.B_shift\[8\]\[3\],59.86µm
clknet_leaf_159_clk,59.86µm
clknet_leaf_59_clk,59.74µm
systolic_inst.acc_wires\[14\]\[16\],59.55µm
_10104_,59.54µm
systolic_inst.acc_wires\[6\]\[16\],59.44µm
_07099_,59.42µm
clknet_leaf_89_clk,59.32µm
clknet_leaf_79_clk,59.2µm
clknet_leaf_295_clk,59.2µm
clknet_leaf_85_clk,59.18µm
clknet_leaf_326_clk,59.06µm
clknet_leaf_255_clk,58.44µm
clknet_leaf_317_clk,58.24µm
clknet_leaf_185_clk,58.08µm
clknet_leaf_71_clk,57.94µm
clknet_leaf_17_B_in_serial_clk,57.94µm
_10628_,57.92µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[12\],57.88µm
clknet_leaf_136_clk,57.82µm
_10623_,57.7µm
_11173_,57.7µm
systolic_inst.B_shift\[5\]\[3\],57.58µm
clknet_leaf_153_clk,57.44µm
clknet_leaf_244_clk,56.82µm
clknet_leaf_238_clk,56.68µm
clknet_leaf_214_clk,56.34µm
clknet_leaf_344_clk,56.2µm
clknet_leaf_146_clk,56.14µm
clknet_leaf_68_clk,56µm
_07089_,55.94µm
_11447_,55.74µm
_11866_,55.74µm
clknet_leaf_132_clk,55.68µm
systolic_inst.acc_wires\[5\]\[16\],55.62µm
_09005_,55.52µm
systolic_inst.acc_wires\[13\]\[20\],55.43µm
deser_A.shift_reg\[95\],55.34µm
clknet_leaf_186_clk,55.3µm
systolic_inst.A_shift\[29\]\[4\],55.26µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[5\],55.24µm
deser_A.shift_reg\[32\],55.2µm
_11321_,54.475µm
clknet_leaf_30_clk,54.46µm
clknet_leaf_251_clk,54.35µm
systolic_inst.B_shift\[13\]\[5\],54.34µm
clknet_leaf_82_clk,54.34µm
_12353_,54.3µm
systolic_inst.A_shift\[11\]\[1\],54.3µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[3\],54.16µm
clknet_leaf_67_clk,54.16µm
clknet_leaf_84_clk,54.14µm
_07884_,53.9µm
clknet_leaf_305_clk,53.88µm
clknet_leaf_336_clk,53.88µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[1\],53.82µm
clknet_leaf_254_clk,53.8µm
clknet_leaf_101_clk,53.76µm
clknet_leaf_250_clk,53.72µm
clknet_leaf_33_B_in_serial_clk,53.72µm
systolic_inst.B_shift\[18\]\[7\],53.66µm
ser_C.shift_reg\[194\],53.485µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[2\],53.48µm
_11062_,53.46µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[14\],53.34µm
clknet_leaf_306_clk,53.08µm
_12936_,52.98µm
systolic_inst.B_shift\[10\]\[1\],52.98µm
clknet_leaf_66_clk,52.96µm
clknet_leaf_216_clk,52.9µm
clknet_leaf_261_clk,52.64µm
clknet_leaf_138_clk,52.54µm
systolic_inst.B_shift\[18\]\[2\],52.24µm
systolic_inst.A_shift\[11\]\[4\],52.14µm
systolic_inst.A_shift\[2\]\[0\],52.12µm
_10629_,52.06µm
clknet_leaf_249_clk,51.84µm
_10507_,51.82µm
clknet_leaf_9_clk,51.78µm
clknet_leaf_278_clk,51.7µm
_08982_,51.62µm
systolic_inst.acc_wires\[10\]\[20\],51.61µm
clknet_leaf_294_clk,51.52µm
systolic_inst.row_loop\[0\].col_loop\[0\].pe_i.prod_reg\[1\],51.1µm
clknet_leaf_160_clk,51.04µm
_12576_,50.94µm
clknet_leaf_7_clk,50.86µm
systolic_inst.acc_wires\[4\]\[24\],50.68µm
systolic_inst.A_shift\[12\]\[3\],50.54µm
clknet_leaf_77_clk,50.44µm
clknet_leaf_270_clk,50.32µm
systolic_inst.acc_wires\[11\]\[24\],50.1µm
clknet_leaf_183_clk,50.07µm
systolic_inst.acc_wires\[5\]\[17\],49.95µm
systolic_inst.A_shift\[0\]\[1\],49.94µm
_09923_,49.92µm
_10558_,49.78µm
_10484_,49.74µm
clknet_leaf_265_clk,49.7µm
_10490_,49.64µm
clknet_leaf_115_clk,49.54µm
systolic_inst.acc_wires\[15\]\[19\],49.38µm
systolic_inst.B_shift\[11\]\[5\],49.34µm
systolic_inst.A_shift\[28\]\[6\],49.28µm
_10510_,49.14µm
_10154_,49.08µm
systolic_inst.A_shift\[12\]\[4\],49.02µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[12\],49µm
systolic_inst.acc_wires\[8\]\[20\],48.93µm
clknet_leaf_119_clk,48.8µm
_10601_,48.74µm
clknet_leaf_15_clk,48.7µm
_11303_,48.695µm
systolic_inst.acc_wires\[14\]\[10\],48.64µm
_11159_,48.52µm
_07322_,48.415µm
clknet_leaf_308_clk,48.28µm
systolic_inst.A_shift\[2\]\[4\],48.26µm
clknet_leaf_76_clk,48.12µm
_05467_,48.1µm
_11185_,48.04µm
_07683_,48.02µm
clknet_leaf_13_clk,48.02µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[4\],48µm
clknet_leaf_81_clk,47.98µm
_10511_,47.92µm
systolic_inst.A_shift\[21\]\[3\],47.88µm
A_in\[24\],47.84µm
clknet_leaf_23_clk,47.78µm
_10482_,47.56µm
deser_B.shift_reg\[108\],47.44µm
_08759_,47.4µm
clknet_leaf_206_clk,47.4µm
systolic_inst.acc_wires\[5\]\[20\],47.35µm
_03657_,47.08µm
clknet_leaf_213_clk,47.02µm
systolic_inst.acc_wires\[12\]\[17\],46.95µm
_06237_,46.94µm
clknet_leaf_16_clk,46.94µm
deser_B.shift_reg\[81\],46.92µm
_10483_,46.8µm
clknet_leaf_139_clk,46.6µm
_05150_,46.58µm
_10351_,46.555µm
systolic_inst.B_shift\[19\]\[0\],46.5µm
_07165_,46.46µm
systolic_inst.A_shift\[2\]\[5\],46.44µm
systolic_inst.acc_wires\[14\]\[20\],46.41µm
_04169_,46.34µm
systolic_inst.B_shift\[19\]\[5\],46.32µm
_09833_,46.28µm
_04961_,46.26µm
systolic_inst.A_shift\[21\]\[0\],46.26µm
_10548_,46.2µm
systolic_inst.B_shift\[4\]\[7\],46.16µm
_10632_,46.12µm
_10485_,46.08µm
clknet_leaf_133_clk,46.06µm
_12822_,46.04µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[14\],45.96µm
ser_C.shift_reg\[352\],45.905µm
clknet_leaf_156_clk,45.9µm
systolic_inst.acc_wires\[10\]\[16\],45.88µm
systolic_inst.B_shift\[14\]\[7\],45.84µm
clknet_leaf_26_clk,45.8µm
clknet_leaf_144_clk,45.74µm
_05912_,45.7µm
systolic_inst.acc_wires\[9\]\[16\],45.69µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[1\],45.63µm
clknet_leaf_62_clk,45.6µm
_06577_,45.56µm
_04418_,45.4µm
A_in\[28\],45.38µm
systolic_inst.acc_wires\[14\]\[18\],45.3µm
clknet_leaf_131_clk,45.24µm
clknet_leaf_120_clk,45.2µm
clknet_leaf_219_clk,45.18µm
_08556_,45.08µm
systolic_inst.acc_wires\[11\]\[17\],45.07µm
systolic_inst.acc_wires\[11\]\[16\],44.975µm
deser_A.shift_reg\[65\],44.96µm
_03632_,44.94µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[8\],44.94µm
_08074_,44.88µm
_10610_,44.88µm
systolic_inst.B_shift\[4\]\[5\],44.88µm
clknet_leaf_203_clk,44.88µm
_06780_,44.82µm
systolic_inst.acc_wires\[11\]\[27\],44.78µm
_12712_,44.76µm
systolic_inst.acc_wires\[4\]\[26\],44.76µm
clknet_leaf_191_clk,44.76µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[13\],44.72µm
systolic_inst.acc_wires\[11\]\[20\],44.65µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[0\],44.64µm
_10600_,44.6µm
clknet_leaf_114_clk,44.6µm
_06372_,44.54µm
_10488_,44.44µm
_10307_,44.38µm
systolic_inst.acc_wires\[8\]\[23\],44.37µm
_11703_,44.36µm
systolic_inst.acc_wires\[12\]\[20\],44.3µm
systolic_inst.A_shift\[11\]\[3\],44.16µm
_10596_,44.14µm
systolic_inst.A_shift\[2\]\[1\],44.12µm
systolic_inst.A_shift\[3\]\[5\],44.08µm
clknet_leaf_149_clk,44.05µm
systolic_inst.acc_wires\[10\]\[17\],44.01µm
_09627_,44µm
clknet_leaf_178_clk,43.98µm
systolic_inst.acc_wires\[0\]\[17\],43.93µm
_03517_,43.865µm
systolic_inst.A_shift\[10\]\[5\],43.86µm
_10630_,43.8µm
_10612_,43.72µm
_11799_,43.68µm
_12687_,43.68µm
clknet_leaf_324_clk,43.68µm
systolic_inst.row_loop\[3\].col_loop\[1\].pe_i.prod_reg\[0\],43.56µm
clknet_leaf_334_clk,43.56µm
systolic_inst.acc_wires\[14\]\[0\],43.54µm
deser_A.shift_reg\[117\],43.48µm
_11497_,43.46µm
_06235_,43.42µm
_10399_,43.34µm
systolic_inst.acc_wires\[13\]\[16\],43.28µm
_11164_,43.26µm
_10538_,43.22µm
_08981_,43.185µm
systolic_inst.B_shift\[1\]\[4\],43.18µm
_06783_,43.135µm
ser_C.shift_reg\[10\],43.135µm
systolic_inst.acc_wires\[9\]\[17\],43.07µm
clknet_leaf_36_clk,43.05µm
systolic_inst.A_shift\[29\]\[0\],43.02µm
_08443_,43µm
systolic_inst.acc_wires\[7\]\[14\],42.97µm
systolic_inst.acc_wires\[12\]\[16\],42.9µm
_10559_,42.88µm
_07016_,42.84µm
systolic_inst.acc_wires\[2\]\[16\],42.72µm
systolic_inst.acc_wires\[2\]\[20\],42.69µm
_10061_,42.68µm
systolic_inst.acc_wires\[15\]\[17\],42.59µm
_07591_,42.545µm
_09515_,42.46µm
deser_B.shift_reg\[113\],42.46µm
clknet_leaf_210_clk,42.46µm
systolic_inst.acc_wires\[11\]\[12\],42.4µm
systolic_inst.acc_wires\[3\]\[15\],42.4µm
_10640_,42.38µm
_04602_,42.34µm
systolic_inst.acc_wires\[1\]\[27\],42.16µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[1\],42.16µm
systolic_inst.acc_wires\[4\]\[20\],42.14µm
systolic_inst.acc_wires\[1\]\[16\],42.12µm
systolic_inst.acc_wires\[2\]\[1\],42.11µm
systolic_inst.acc_wires\[10\]\[28\],42.1µm
_07435_,42.06µm
systolic_inst.A_shift\[11\]\[7\],42µm
_05806_,41.98µm
_10717_,41.92µm
systolic_inst.A_shift\[3\]\[2\],41.8µm
systolic_inst.B_shift\[1\]\[0\],41.74µm
_10611_,41.6µm
systolic_inst.A_shift\[10\]\[1\],41.56µm
systolic_inst.acc_wires\[6\]\[20\],41.47µm
_10633_,41.36µm
systolic_inst.B_shift\[19\]\[4\],41.36µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[1\],41.32µm
systolic_inst.acc_wires\[4\]\[16\],41.27µm
_07784_,41.14µm
clknet_leaf_11_clk,41.08µm
systolic_inst.B_shift\[18\]\[3\],40.9µm
_07615_,40.88µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[2\],40.82µm
systolic_inst.row_loop\[2\].col_loop\[2\].pe_i.prod_reg\[0\],40.68µm
systolic_inst.acc_wires\[8\]\[17\],40.63µm
_09883_,40.62µm
systolic_inst.B_shift\[8\]\[0\],40.62µm
_12938_,40.58µm
_09428_,40.56µm
systolic_inst.acc_wires\[10\]\[0\],40.46µm
systolic_inst.acc_wires\[13\]\[18\],40.46µm
systolic_inst.acc_wires\[0\]\[0\],40.44µm
_12027_,40.425µm
deser_A.shift_reg\[1\],40.35µm
systolic_inst.acc_wires\[8\]\[2\],40.33µm
_12329_,40.28µm
_12942_,40.24µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[0\],40.24µm
_10509_,40.22µm
_11297_,40.18µm
A_in\[113\],40.12µm
clknet_leaf_22_clk,39.92µm
systolic_inst.acc_wires\[4\]\[0\],39.9µm
systolic_inst.acc_wires\[1\]\[10\],39.86µm
systolic_inst.acc_wires\[15\]\[18\],39.84µm
systolic_inst.acc_wires\[0\]\[18\],39.8µm
_10572_,39.74µm
_06012_,39.7µm
systolic_inst.acc_wires\[7\]\[7\],39.67µm
systolic_inst.A_shift\[21\]\[2\],39.62µm
systolic_inst.A_shift\[28\]\[4\],39.62µm
_10384_,39.6µm
_10299_,39.58µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[5\],39.54µm
A_in\[89\],39.5µm
systolic_inst.A_shift\[20\]\[4\],39.5µm
systolic_inst.acc_wires\[3\]\[16\],39.5µm
systolic_inst.B_shift\[0\]\[0\],39.42µm
systolic_inst.A_shift\[12\]\[1\],39.4µm
systolic_inst.acc_wires\[13\]\[15\],39.36µm
clknet_leaf_6_clk,39.36µm
_09002_,39.28µm
systolic_inst.acc_wires\[14\]\[17\],39.21µm
systolic_inst.acc_wires\[7\]\[23\],39.21µm
clknet_leaf_58_clk,39.2µm
systolic_inst.acc_wires\[14\]\[19\],39.08µm
_11310_,39.06µm
systolic_inst.acc_wires\[5\]\[23\],39.05µm
_08735_,39.02µm
systolic_inst.acc_wires\[15\]\[24\],38.96µm
systolic_inst.acc_wires\[3\]\[9\],38.94µm
_12598_,38.86µm
systolic_inst.acc_wires\[11\]\[5\],38.86µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[12\],38.86µm
_12354_,38.84µm
_12577_,38.84µm
systolic_inst.acc_wires\[7\]\[20\],38.83µm
_08985_,38.8µm
_08983_,38.7µm
systolic_inst.acc_wires\[14\]\[5\],38.69µm
_09343_,38.68µm
clknet_leaf_269_clk,38.62µm
systolic_inst.A_shift\[20\]\[1\],38.52µm
systolic_inst.acc_wires\[14\]\[7\],38.49µm
_10620_,38.48µm
_12559_,38.44µm
A_in\[112\],38.4µm
systolic_inst.acc_wires\[11\]\[0\],38.4µm
systolic_inst.B_shift\[12\]\[4\],38.38µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[2\],38.38µm
_04967_,38.34µm
_10290_,38.32µm
systolic_inst.acc_wires\[10\]\[22\],38.27µm
_10065_,38.2µm
_08805_,38.16µm
_10512_,38.16µm
_10634_,38.16µm
systolic_inst.acc_wires\[13\]\[21\],38.02µm
clknet_leaf_61_clk,38.02µm
_09297_,37.94µm
_10555_,37.92µm
_06602_,37.9µm
_10120_,37.89µm
_05441_,37.86µm
clknet_leaf_137_clk,37.86µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[1\],37.82µm
systolic_inst.acc_wires\[10\]\[1\],37.81µm
_05520_,37.7µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[0\],37.66µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[1\],37.655µm
A_in\[56\],37.64µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[4\],37.64µm
_04546_,37.58µm
systolic_inst.acc_wires\[3\]\[0\],37.54µm
_10513_,37.48µm
_06781_,37.46µm
systolic_inst.acc_wires\[9\]\[18\],37.45µm
systolic_inst.acc_wires\[5\]\[12\],37.42µm
systolic_inst.acc_wires\[6\]\[18\],37.375µm
_07022_,37.37µm
_11271_,37.36µm
_12834_,37.36µm
systolic_inst.acc_wires\[1\]\[28\],37.36µm
systolic_inst.acc_wires\[1\]\[17\],37.31µm
systolic_inst.B_shift\[14\]\[6\],37.3µm
systolic_inst.acc_wires\[8\]\[1\],37.28µm
_09096_,37.2µm
ser_C.shift_reg\[488\],37.195µm
_10495_,37.14µm
systolic_inst.acc_wires\[6\]\[27\],37.12µm
systolic_inst.acc_wires\[4\]\[2\],37.11µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[13\],37.1µm
A_in\[87\],37.08µm
A_in\[25\],37.02µm
_10591_,36.94µm
systolic_inst.acc_wires\[1\]\[0\],36.94µm
_06825_,36.935µm
_06065_,36.92µm
_11175_,36.9µm
ser_C.shift_reg\[346\],36.9µm
systolic_inst.acc_wires\[5\]\[24\],36.89µm
_11233_,36.87µm
systolic_inst.acc_wires\[6\]\[4\],36.82µm
systolic_inst.acc_wires\[5\]\[1\],36.81µm
systolic_inst.acc_wires\[9\]\[24\],36.8µm
_08297_,36.78µm
_10557_,36.78µm
systolic_inst.acc_wires\[15\]\[8\],36.78µm
A_in\[23\],36.74µm
_10556_,36.74µm
systolic_inst.acc_wires\[4\]\[10\],36.71µm
_11165_,36.66µm
_05832_,36.64µm
_09001_,36.64µm
systolic_inst.acc_wires\[12\]\[22\],36.59µm
deser_B.shift_reg\[4\],36.56µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[13\],36.56µm
systolic_inst.A_shift\[12\]\[2\],36.54µm
systolic_inst.B_shift\[12\]\[7\],36.54µm
systolic_inst.acc_wires\[1\]\[26\],36.52µm
ser_C.shift_reg\[380\],36.5µm
_04374_,36.46µm
_06895_,36.42µm
deser_B.shift_reg\[29\],36.42µm
systolic_inst.acc_wires\[13\]\[26\],36.36µm
systolic_inst.acc_wires\[1\]\[1\],36.34µm
systolic_inst.cycle_cnt\[1\],36.34µm
_06236_,36.32µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[3\],36.32µm
systolic_inst.acc_wires\[13\]\[7\],36.31µm
systolic_inst.acc_wires\[8\]\[16\],36.31µm
systolic_inst.acc_wires\[4\]\[9\],36.28µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[3\],36.26µm
clknet_leaf_1_clk,36.22µm
systolic_inst.acc_wires\[6\]\[5\],36.19µm
clknet_leaf_64_clk,36.12µm
systolic_inst.acc_wires\[7\]\[27\],36.07µm
systolic_inst.A_shift\[1\]\[7\],36.06µm
systolic_inst.acc_wires\[11\]\[29\],36.06µm
_06253_,36.02µm
systolic_inst.B_shift\[5\]\[4\],36µm
systolic_inst.A_shift\[1\]\[2\],35.94µm
_09296_,35.92µm
deser_A.shift_reg\[96\],35.88µm
systolic_inst.acc_wires\[11\]\[4\],35.87µm
_04622_,35.84µm
systolic_inst.B_shift\[23\]\[7\],35.8µm
